
question: Участвуют ли ученики в соревнованиях? context: Соревнования,"Да, наши ученики регулярно участвуют в городских, национальных и международных соревнованиях по робототехнике. Это отличная возможность для развития командных навыков и креативности! Хотите записать ребенка на пробный урок?"
question: Есть ли скидки для семей с двумя детьми? context: Скидка,"Да, у нас действует скидка 10% для семей, где обучаются двое и более детей. Также при покупке абонемента в день пробного урока последний будет бесплатным. Хотите воспользоваться скидкой?"
question: Есть ли отзывы от других родителей? context: Ознакомиться с отзывами,"Конечно! Вы можете ознакомиться с отзывами на нашем сайте или в Instagram. Также наши клиенты часто делятся впечатлениями о занятиях в социальных сетях. Хотите, я отправлю вам ссылку на наш Instagram?"
"question: Что делать, если ребенок пропустил занятие? context: Пропустил занятие","Если ваш ребенок пропустил занятие, не переживайте! Вы можете согласовать удобное время для отработки. Мы сделаем все, чтобы ваш ребенок не отстал от программы. Хотите, я помогу согласовать время для отработки?"
question: Сколько учеников в группе? context: Занятие в небольних группах,Мы организуем занятия в небольших группах: 4-5 учеников для детей 5-8 лет и 3-4 ученика для детей 9-17 лет. Это позволяет уделять внимание каждому ребенку. Хотите записаться на пробный урок?
question: Можно ли обучаться индивидуально? context: Индивидуальные ураки,"Да, у нас есть индивидуальные уроки, стоимость которых составляет 6000 тг для детей 5-9 лет и 7000 тг для детей 9-17 лет за занятие. Хотите записаться?"
"question: Есть ли домашние задания? context: Задания, которые можно выполнять дома","Да, для закрепления материала ученики получают задания, которые можно выполнять дома через наш образовательный портал. Хотите узнать больше о платформе?"
question: Есть ли итоговый проект после завершения курса? context: Итоговый проект,"Да, после каждого модуля ученики выполняют итоговый проект, который демонстрируют родителям и одноклассникам. Это помогает закрепить полученные знания. Хотите узнать больше о программе?"
question: Какие преимущества есть у ваших курсов? context: Курсы включают,"Наши курсы включают: индивидуальный подход, обучение с использованием современных технологий, сертифицированные тренеры, участие в соревнованиях и поддержку на каждом этапе обучения. Хотите узнать больше о расписании?"
question: Какие дополнительные услуги вы предоставляете? context: Индивидуальные консультации,"Мы предлагаем индивидуальные консультации, помощь в разработке проектов и подготовку к соревнованиям. Хотите узнать больше о дополнительных услугах?"
question: У вас есть курсы только по выходным? context: Узнать о расписании,"Да, наши курсы проходят по субботам и воскресеньям, чтобы было удобно даже для самых занятых семей. Хотите узнать о расписании?"
question: Есть ли занятия для взрослых? context: Для взрослых,"Пока мы проводим занятия только для детей. Но если вам интересны курсы по программированию или робототехнике для взрослых, мы можем рассмотреть возможность их запуска. Хотите оставить заявку?"
"question: Моему ребёнку сложно, он раньше не занимался робототехникой. context: Поддержка детей без опыта",Поддержка детей без опыта — один из наших приоритетов! Мы обучаем с нуля и сопровождаем на каждом этапе. Хотите подобрать начальный курс?
question: Есть ли вводное занятие перед началом обучения? context: Вступительное занятие,"Да, у нас предусмотрено вступительное занятие, на котором ребёнок может познакомиться с программой и попробовать себя. Хотите записаться на вступительное занятие?"
question: Как вы формируете группы? context: Группы по уровню,Мы организуем группы по возрасту и уровню знаний — группы по уровню позволяют обеспечить индивидуальный подход и комфорт в обучении. Хотите пройти небольшой тест для определения уровня?
question: А используется ли английский на занятиях? context: Английский язык на занятиях,"Да, английский язык на занятиях используется для знакомства с техническими терминами и интерфейсами — это развивает профессиональный словарь. Хотите подробнее узнать об этом?"
question: У вас есть какие-то скидки или акции? context: Спецпредложения,"Конечно! Мы регулярно запускаем спецпредложения, включая скидки за друга, акции на пробные уроки и сезонные абонементы. Хотите, расскажу о текущих спецпредложениях?"
question: Развиваются ли у детей навыки общения? context: Развитие soft skills,"Да, развитие soft skills — важная часть наших занятий! Проекты в команде помогают детям научиться взаимодействовать, договариваться и презентовать идеи. Хотите подробнее узнать о формате занятий?"
question: Могут ли родители присутствовать на занятии? context: Участие родителей,"Участие родителей возможно на итоговых демонстрациях. Мы ценим самостоятельность детей, но обязательно приглашаем родителей на важные события. Хотите узнать дату ближайшего мероприятия?"
question: Какие есть способы оплаты? context: Варианты оплаты,"Мы предлагаем разные варианты оплаты — наличными, банковской картой или онлайн. Выберите удобный для вас вариант оплаты. Хотите оплатить сейчас?"
question: А вы проводите занятия во время каникул? context: Интенсивы на каникулах,"Да, у нас проходят интенсивы на каникулах — это короткие насыщенные курсы, которые идеально подходят для знакомства с робототехникой. Хотите узнать даты ближайших интенсивов?"
question: Насколько безопасны ваши занятия? context: Безопасность на занятиях,"Безопасность на занятиях — наш приоритет. Все курсы проходят в оборудованных аудиториях, с соблюдением санитарных норм и под контролем опытных педагогов. Хотите приехать посмотреть?"
question: Можно ли использовать проекты из курсов в портфолио? context: Проекты для портфолио,"Да, проекты для портфолио — это важный результат обучения! Ребёнок может представить свои работы на конкурсах и при поступлении в специализированные школы. Хотите узнать больше о содержании проектов?"
"question: Можно ли перенести занятие, если не получится прийти? context: Гибкое бронирование","Да, у нас действует гибкое бронирование — вы можете перенести занятие при предварительном уведомлении. Хотите указать новое время?"
question: Можно ли перейти в другую группу? context: Смена группы,"Конечно! Смена группы возможна при необходимости — по возрасту, времени или уровню. Хотите, я проверю наличие мест в других группах?"
question: Вы готовите к олимпиадам? context: Подготовка к олимпиадам,"Да, у нас есть специальная программа по подготовке к олимпиадам — подготовка к олимпиадам помогает развить системное мышление и навыки решения задач. Хотите узнать о формате?"
question: А можно ли научиться создавать игры? context: Разработка игр,"Да, у нас есть курсы, где дети изучают разработку игр — модуль 'Разработка игр' особенно популярен среди подростков. Хотите подробнее узнать о курсе?"
question: Вы даёте обратную связь по занятиям? context: Рекомендации педагогов,"Да, мы предоставляем рекомендации педагогов после каждого модуля. Рекомендации педагогов помогут понять сильные стороны ребёнка и зоны роста. Хотите получить пример отчета?"
question: Можно ли поменять направление в середине курса? context: Смена направления обучения,"Да, если ребёнку стало интересно другое направление — возможна смена направления обучения. Мы поможем подобрать подходящий курс. Хотите перейти на другой модуль?"
question: Можно ли записаться в одну группу с другом? context: Занятия с друзьями,"Конечно! Занятия с друзьями делают обучение ещё увлекательнее. Сообщите, с кем хотите заниматься, и мы подберём группу. Хотите оставить заявку?"
"question: Можно ли посмотреть, как проходят занятия? context: Фотографии с занятий","Да, мы регулярно выкладываем фотографии с занятий в Instagram и в чат с родителями. Хотите, я пришлю ссылку на свежие фотографии с занятий?"
question: Можно подарить курс в виде подарка? context: Подарочные сертификаты,"Да, у нас есть подарочные сертификаты на пробные и полноценные курсы. Подарочные сертификаты — это отличный вариант для оригинального подарка. Хотите оформить?"
question: Есть ли перерывы на каникулах? context: Каникулы и перерывы,"Мы делаем перерывы на государственные праздники, но также предлагаем интенсивы в это время. Если вы хотите отдохнуть — можно приостановить абонемент. Хотите узнать, когда ближайшие каникулы?"
question: Можно ли совмещать с другими кружками? context: Совмещение с другими кружками,"Да, наши занятия легко совмещаются с другими кружками — расписание гибкое, и вы можете выбрать удобное время. Хотите подобрать вариант?"
question: Проводятся ли консультации для родителей? context: Онлайн-консультации для родителей,"Да, мы проводим онлайн-консультации для родителей, где обсуждаем успехи ребёнка и даём рекомендации. Хотите записаться на ближайшую консультацию?"
"question: Есть ли у вас только программирование, без робототехники? context: Курсы программирования","Да, у нас есть курсы программирования отдельно от робототехники — курс Python для подростков, Scratch для младших. Хотите узнать больше о направлениях?"
question: Можно ли составить индивидуальный план? context: Индивидуальный план обучения,"Да, мы предлагаем индивидуальный план обучения — он учитывает возраст, интересы и цели ребёнка. Хотите, мы составим персональную траекторию?"
question: Есть ли у вас личный кабинет или онлайн-платформа? context: Образовательный портал,"Да, у нас есть образовательный портал, где размещаются домашние задания и материалы. Доступ предоставляется после регистрации. Хотите попробовать демо-доступ?"
question: Можно ли оплачивать по частям? context: Оплата по модулям,"Да, у нас доступна оплата по модулям — это удобно и гибко. Вы можете оплачивать курс по мере прохождения. Хотите уточнить условия?"
question: Что входит в оборудование для занятий? context: Наборы Lego в классе,В классах используются оригинальные наборы Lego — наборы Lego в классе предоставляются каждому ученику на время занятия. Хотите посмотреть фото классов?
question: Можно ли получать информацию о занятиях в WhatsApp? context: Обратная связь в мессенджерах,"Да, мы даём обратную связь в мессенджерах, включая WhatsApp и Telegram. Родители всегда в курсе успехов детей. Хотите присоединиться к чату?"
question: Нужно ли брать что-то с собой? context: Сменная обувь и форма,"Сменная обувь и форма — всё, что нужно принести на занятие. Остальное оборудование мы предоставим. Хотите список для первого посещения?"
question: Вы адаптируете курсы под возраст ребёнка? context: Возрастная адаптация программ,"Да, у нас предусмотрена возрастная адаптация программ — мы учитываем особенности восприятия детей 5–9 и 9–17 лет. Хотите подобрать подходящий уровень?"
question: У вас бывают внеклассные мероприятия? context: Клубные дни,"Да! Мы проводим клубные дни — это тематические встречи, мастер-классы и конкурсы, которые помогают детям раскрыться. Хотите получить расписание ближайших клубных дней?"
question: Есть ли у вас занятия летом? context: Летний лагерь,"Да, каждое лето мы организуем летний лагерь с занятиями по робототехнике и программированию. Летний лагерь — это отличная возможность совместить отдых и обучение. Хотите узнать подробнее?"
question: У вас есть лицензия или сертификаты? context: Сертифицированные программы,"Да, мы используем сертифицированные программы, соответствующие образовательным стандартам. Хотите ознакомиться с документами?"
question: Бывают ли мероприятия для всей семьи? context: Семейный день,"Да! Мы проводим семейный день, когда родители могут вместе с детьми принять участие в мастер-классах. Хотите узнать дату следующего семейного дня?"
question: Можно получить видеозапись занятий? context: Видеоматериалы,Видеоматериалы предоставляются только для индивидуальных курсов. Но мы делимся фрагментами в соцсетях и на платформе. Хотите пример видео?
question: Дети работают в командах? context: Командные проекты,"Да, у нас предусмотрены командные проекты, которые учат детей сотрудничеству и распределению ролей. Хотите узнать, как проходит работа в команде?"
question: А вы работаете только с Lego? context: Конструкторы Arduino,"Нет, помимо Lego мы используем и конструкторы Arduino — это позволяет детям старшего возраста изучать электронику и схемотехнику. Хотите посмотреть список оборудования?"
question: Можно ли ходить на занятия в будни? context: Занятия в будние дни,"Да, помимо выходных, у нас есть занятия в будние дни — вечером после школы. Занятия в будние дни удобны для тех, кто хочет разгрузить выходные. Хотите посмотреть расписание?"
question: Как вы работаете с застенчивыми детьми? context: Психологическая поддержка,У нас предусмотрена психологическая поддержка — педагоги мягко помогают ребенку адаптироваться и почувствовать уверенность. Хотите поговорить с методистом?
question: Будет ли обратная связь после пробного урока? context: Обратная связь после пробного,"Да, мы обязательно даем обратную связь после пробного урока — рассказываем об успехах и предлагаем программу. Хотите записаться на пробный?"
question: Будет ли ребенку интересно? context: Игровой подход в обучении,"Да, у нас применяется игровой подход в обучении — это делает занятия увлекательными и помогает лучше усваивать материал. Хотите узнать, какие игры мы используем?"
question: Могут ли брат и сестра заниматься в одно время? context: Абонемент для брата и сестры,"Да, вы можете оформить абонемент для брата и сестры — мы постараемся подобрать удобное время для обеих групп. Хотите проверить доступность времени?"
"question: Как понять, насколько ребёнок продвинулся? context: Прогресс по модулям",Мы отслеживаем прогресс по модулям — после каждого этапа вы получаете отчет с рекомендациями. Хотите увидеть пример отчета?
question: Дети получают дипломы? context: Награды и дипломы,"Да, мы вручаем награды и дипломы за участие в курсах и конкурсах. Это отличная мотивация для учеников. Хотите посмотреть образец диплома?"
question: А если ребёнку быстро наскучит? context: Работа с мотивацией,"Мы постоянно работаем с мотивацией — задания обновляются, добавляются челленджи и командные активности. Хотите узнать о геймификации в курсе?"
question: Кто будет вести занятия? context: Преподаватели с опытом,Занятия проводят преподаватели с опытом — все наши педагоги проходят обучение и имеют практический опыт в ИТ и образовании. Хотите посмотреть профили педагогов?
question: Через сколько будет результат? context: Первые успехи ребёнка,"Первые успехи ребёнка видны уже через 2–3 занятия — он собирает, программирует и начинает думать как инженер! Хотите записаться на первый модуль?"
question: А что после окончания курса? context: Поддержка после завершения курса,После курса мы предлагаем поддержку — ребёнок может продолжить обучение на следующем уровне или участвовать в клубных проектах. Хотите узнать о дальнейших шагах?
question: Дети получают что-то за успехи? context: Подарки за успехи,"Да! У нас есть подарки за успехи — это стикеры, значки, дипломы и приятные бонусы, чтобы поощрить старания. Хотите узнать, как это работает?"
question: Как проходит обучение на занятиях? context: Обучение через практику,"У нас используется обучение через практику — дети учатся, собирая роботов и решая реальные задачи. Хотите увидеть примеры заданий?"
question: Вы только программированием занимаетесь? context: Междисциплинарный подход,"Нет, у нас применяется междисциплинарный подход — дети осваивают не только ИТ, но и математику, физику, логику. Хотите подробнее узнать о содержании?"
"question: Можно ли родителям посмотреть, как проходят занятия? context: Открытые уроки","Да, мы периодически проводим открытые уроки — это отличная возможность увидеть прогресс ребёнка и задать вопросы преподавателям. Хотите записаться на ближайший открытый урок?"
"question: А что, если ребёнку станет слишком легко? context: Гибкая система уровней","У нас предусмотрена гибкая система уровней — мы можем оперативно перевести ребёнка в более сложный курс. Хотите узнать, какие уровни доступны?"
question: Со скольки лет можно начать заниматься? context: Робототехника с 5 лет,У нас возможна робототехника с 5 лет — курсы адаптированы под малышей и проходят в игровом формате. Хотите получить программу курса?
question: Вы подстраиваетесь под интересы ребёнка? context: Учёт интересов ребёнка,"Да, у нас учитываются интересы ребёнка — при выборе проектов он может выбрать тему, которая ему близка. Хотите рассказать, что ему интересно?"
question: Какие технологии вы используете? context: Современные технологии в обучении,Мы используем современные технологии в обучении — от Lego до Arduino и Scratch. Всё оборудование предоставляется. Хотите посмотреть список?
question: Как можно быть в курсе прогресса? context: Родительский чат,"Мы ведем родительский чат — там вы получаете фото, отчёты и новости с занятий. Хотите, я добавлю вас в чат?"
question: Можно ли заниматься дома? context: Дополнительные материалы,"Да, мы предоставляем дополнительные материалы — домашние задания, видеоуроки и инструкции для закрепления. Хотите доступ к материалам?"
question: Обучение у вас построено по системе? context: Системность обучения,"Да, у нас реализована системность обучения — занятия идут по модулям с постепенным усложнением. Хотите ознакомиться с программой?"
question: Можно ли приобрести один абонемент на двух детей? context: Семейная абонементная карта,"Да, у нас есть семейная абонементная карта, позволяющая обучаться двум детям по одному тарифу. Хотите уточнить условия?"
question: Как вы проверяете качество преподавания? context: Контроль качества занятий,У нас действует контроль качества занятий — мы собираем обратную связь и проводим регулярные методические проверки. Хотите оставить отзыв?
question: Сколько детей на одном занятии? context: Курсы в мини-группах,Мы проводим курсы в мини-группах — обычно 3–5 учеников. Это позволяет уделить внимание каждому. Хотите выбрать удобное время?
question: Что делают дети после окончания курсов? context: Клуб выпускников,"Они могут присоединиться к нашему клубу выпускников — участвовать в проектах, конкурсах и развивать навыки. Хотите узнать больше?"
question: Какую пользу приносит обучение? context: Проектное мышление,"Наши занятия развивают проектное мышление — дети учатся планировать, реализовывать и защищать свои идеи. Хотите увидеть примеры проектов?"
question: Вы участвуете в международных соревнованиях? context: Подготовка к международным конкурсам,"Да, у нас есть подготовка к международным конкурсам — наши ученики представляли Казахстан на WRO, FLL и других олимпиадах. Хотите, чтобы ваш ребёнок тоже попробовал?"
question: Какие навыки получит мой ребёнок? context: Формирование инженерного мышления,"Занятия способствуют формированию инженерного мышления — логика, анализ, работа с чертежами и прототипами. Хотите пример учебного задания?"
question: Моему ребёнку не нравится школа. Зайдёт ли ему курс? context: Обучение в удовольствие,"У нас обучение в удовольствие — занятия интерактивные, с играми и творческими заданиями. Это совсем не похоже на школу. Хотите прийти на пробный урок?"
question: Можно ли родителям помогать детям? context: Поддержка родительского участия,"Да, у нас приветствуется поддержка родительского участия — вы можете участвовать в конкурсах, проектах и быть рядом. Хотите записаться на совместный воркшоп?"
question: Вы проводите свои конкурсы? context: Конкурсы внутри клуба,"Да, у нас проходят конкурсы внутри клуба — дети соревнуются по сборке, коду и презентации проектов. Хотите, чтобы ваш ребёнок поучаствовал?"
"question: Как понять, чему научился ребёнок? context: Карта навыков","Мы выдаём карту навыков — по окончании модуля вы видите, что освоено: кодинг, логика, механика. Хотите получить пример?"
question: А подростки могут проходить практику? context: Стажировки для старших учеников,"Да, у нас есть стажировки для старших учеников — они могут работать ассистентами и набирать опыт. Хотите обсудить возможности?"
question: Вы организуете экскурсии? context: Выездные мероприятия,"Да, мы проводим выездные мероприятия — экскурсии в технопарки, на заводы и в университеты. Хотите узнать расписание?"
"question: Можно ли участвовать в конкурсах, если не ученик школы? context: Открытые соревнования","Да, у нас есть открытые соревнования, в которых могут участвовать все желающие. Хотите узнать, когда ближайший конкурс?"
question: Вы приглашаете экспертов? context: Мастер-классы от гостей,"Да, мы проводим мастер-классы от гостей — инженеры, преподаватели вузов и айтишники делятся опытом. Хотите попасть на одно из таких мероприятий?"
question: Может ли это помочь с выбором профессии? context: Профориентация через робототехнику,"Да, у нас реализована профориентация через робототехнику — дети узнают о реальных инженерных и IT-профессиях в процессе обучения. Хотите подробнее узнать о направлениях?"
question: Как вы удерживаете внимание детей? context: Обучение в формате квеста,"Мы применяем обучение в формате квеста — задания с сюжетом, поощрения, уровни сложности. Это вовлекает и мотивирует! Хотите попробовать квест-урок?"
question: Где дети могут применить знания? context: Практика на конкурсных платформах,"Мы даем практику на конкурсных платформах — Codewars, Scratch, Arduino Contests и др. Хотите, я покажу примеры таких заданий?"
question: Как строится программа? context: Модульное обучение,У нас модульное обучение — каждый модуль длится от 1 до 3 месяцев и имеет конкретную цель. Хотите увидеть структуру модулей?
question: Как вы мотивируете детей? context: Поддержка самооценки ребёнка,"Мы оказываем поддержку самооценки ребёнка — успехи фиксируются, выдаются награды, дается позитивная обратная связь. Хотите посмотреть, как это реализуется?"
question: Дети сами собирают роботов? context: Роботы своими руками,"Да, у нас дети делают роботы своими руками — от проекта до финального теста. Это развивает креативность и ответственность. Хотите фото готовых работ?"
question: Не будет ли скучно на занятиях? context: Динамика в обучении,"Нет, у нас всегда поддерживается динамика в обучении — смена активностей, челленджи, творческие задания. Хотите посмотреть расписание урока?"
question: Ребёнок научится презентовать свои проекты? context: Навыки презентации,"Да, мы развиваем навыки презентации — дети готовят доклады, выступают перед группой и родителями. Хотите увидеть пример итоговой презентации?"
question: С кем вы сотрудничаете по конкурсам? context: Партнёрские олимпиады,Мы участвуем в партнёрских олимпиадах — совместно с университетами и IT-компаниями. Хотите узнать про ближайшие события?
question: Что включает сертификат после курса? context: Сертификат с детализацией,Мы выдаём сертификат с детализацией — он содержит список изученных тем и достигнутые цели. Хотите пример?
question: Изучаете ли вы физику? context: Эксперименты с физикой,"Да, у нас проходят эксперименты с физикой — дети учатся законам движения, энергии и передачи сигнала. Хотите пример лабораторного задания?"
question: Можно ли заниматься только по выходным? context: Группы выходного дня,"Да, у нас есть группы выходного дня — это удобно для семей с плотным графиком. Хотите узнать о свободных местах?"
question: Есть ли куратор у ребёнка? context: Обучение с наставником,"Да, у нас реализовано обучение с наставником — за каждым ребёнком закреплён педагог, который отслеживает прогресс. Хотите связаться с куратором?"
question: Ребёнок будет работать с настоящим оборудованием? context: Интеграция с реальной техникой,"Да, у нас происходит интеграция с реальной техникой — роботы, датчики, платы и ПО. Хотите увидеть список устройств?"
question: Поддерживаете ли выпускников после окончания? context: Менторская поддержка выпускников,"Да, мы предоставляем менторскую поддержку выпускников — помогаем в проектной и конкурсной деятельности. Хотите присоединиться к сообществу выпускников?"
question: Занятия больше про теорию или практику? context: Конструирование на результат,"У нас основа — конструирование на результат: ученик создаёт, тестирует, улучшает. Хотите увидеть пример готовой конструкции?"
question: Вы ведёте досье на ребёнка? context: Профиль ребёнка,"Да, мы формируем профиль ребёнка — с динамикой, интересами, достижениями и рекомендациями. Хотите получить свой?"
question: Как новенькие встраиваются в процесс? context: Адаптация новых учеников,Мы обеспечиваем адаптацию новых учеников — проводим вводный инструктаж и помогаем наладить контакт с группой. Хотите записаться?
question: Мой ребёнок не умеет программировать. Это проблема? context: Кодинг с нуля,"Нет, у нас предусмотрен кодинг с нуля — обучение начинается с самых базовых понятий. Хотите выбрать начальный курс?"
question: Программирование — это сложно? context: Задания на логику,"У нас есть задания на логику, которые подготавливают к программированию — это весело и понятно. Хотите попробовать демо-задание?"
question: Вы обсуждаете итоги занятия с детьми? context: Рефлексия после занятий,"Да, у нас проводится рефлексия после занятий — дети делятся впечатлениями, отвечают на вопросы и ставят цели. Хотите узнать, как это происходит?"
question: Есть ли у вас система поощрений? context: Бонусы за активность,"Да, мы используем бонусы за активность — дети получают звёзды, баллы и стикеры за участие и старание. Хотите увидеть, как это выглядит?"
question: На чём основана ваша программа? context: Современные методики STEAM,"Мы используем современные методики STEAM — соединяем науку, технологии, искусство и математику в одном курсе. Хотите программу?"
question: А если ребёнку станет интересно другое направление? context: Смена направления обучения,"Да, возможна смена направления обучения — мы гибко подстраиваемся под интересы и развитие ребёнка. Хотите рассмотреть другие курсы?"
question: А 5-летним детям не будет сложно? context: Бережная адаптация малышей,"Нет, у нас предусмотрена бережная адаптация малышей — занятия проходят в мягком игровом формате. Хотите записаться на вводное?"
question: Каких роботов собирают дети? context: Роботы на соревнования,"Дети собирают роботы на соревнования — они проектируют модели, которые могут выполнять задания и соревноваться на аренах. Хотите узнать, как проходит подготовка?"
question: Как вы заинтересовываете детей в обучении? context: Игровая мотивация,"У нас используется игровая мотивация — баллы, звания, командные челленджи, которые стимулируют интерес. Хотите посмотреть примеры игровых заданий?"
question: Где дети выполняют домашние задания? context: Платформа для домашних заданий,"У нас есть специальная платформа для домашних заданий, где размещены инструкции, видео и проверочные тесты. Хотите получить доступ?"
question: Какие навыки развиваются на курсе? context: Логическое мышление,"Одно из ключевых направлений — развитие логического мышления, которое помогает решать задачи и строить алгоритмы. Хотите увидеть примеры упражнений?"
question: Получим ли мы фидбэк после каждого занятия? context: Обратная связь от преподавателя,"Да, вы будете получать обратную связь от преподавателя — короткий отчёт, фото и рекомендации по следующему шагу. Хотите включить вас в чат?"
question: Чему именно учат на программировании? context: Знакомство с алгоритмами,Одно из первых направлений — знакомство с алгоритмами. Дети учатся строить пошаговые инструкции и управлять логикой работы. Хотите попробовать простое задание?
question: Используются ли сенсоры? context: Проекты с датчиками,"Да, мы делаем проекты с датчиками — движения, цвета, расстояния. Дети программируют реакции роботов. Хотите узнать, как это реализовано?"
question: С какого языка программирования начинается обучение? context: Визуальное программирование,"Мы начинаем с визуального программирования — интерфейсы типа Scratch, EV3, которые понятны даже малышам. Хотите попробовать демо-задание?"
question: Участвуют ли дети в командных играх? context: Командные соревнования,"Да, у нас проходят командные соревнования — ребята работают вместе, чтобы победить в инженерных и кодинговых челленджах. Хотите принять участие?"
question: Можно ли сохранить проекты ребёнка? context: Цифровое портфолио,"Да, мы создаём цифровое портфолио — в нём хранятся фото, видео и описания всех достижений. Хотите получить ссылку на образец?"
question: Чем отличаются модули курсов? context: Тематические модули,"У нас есть тематические модули — например, 'Роботы-помощники', 'Гоночные роботы', 'Игровая механика'. Хотите узнать, какой модуль будет следующим?"
question: Сможет ли преподаватель уделить внимание каждому? context: Внимание к каждому ученику,"Да, у нас приоритет — внимание к каждому ученику. Маленькие группы и индивидуальный подход позволяют это реализовать. Хотите выбрать группу?"
